area,authors/0/category,authors/0/name,authors/0/order,authors/1/category,authors/1/name,authors/1/order,authors/2/category,authors/2/name,authors/2/order,authors/3/category,authors/3/name,authors/3/order,authors/4/category,authors/4/name,authors/4/order,authors/5/category,authors/5/name,authors/5/order,authors/6/category,authors/6/name,authors/6/order,authors/7/category,authors/7/name,authors/7/order,authors/8/category,authors/8/name,authors/8/order,extension/advertising,extension/edition,extension/event_city,extension/event_country,extension/event_name,extension/fasciculo,extension/idiom,extension/isbn_issn,extension/n_finalPage,extension/n_startPage,extension/nature,extension/observation,extension/serie,extension/title,extension/url,extension/volume,ies,name,program,researchLine,researchProjet,subtype_,type_,year,extension/city,extension/doi,extension/editor,extension/issn,extension/advertising_mode,extension/author_info,extension/award,extension/award_date,extension/city_country,extension/content_nature,extension/contribution_type,extension/distribution,extension/editor_type,extension/editorial_city,extension/editorial_conselor,extension/funding,extension/indication_date,extension/indice,extension/institution,extension/isbn,extension/name_funding,extension/page_count,extension/page_count_contribution,extension/parecer,extension/reedition,extension/reference_work,extension/reimpresion,extension/tiragem,extension/year_fst_pusblish,authors/9/category,authors/9/name,authors/9/order,authors/10/category,authors/10/name,authors/10/order,authors/11/category,authors/11/name,authors/11/order,authors/12/category,authors/12/name,authors/12/order,authors/13/category,authors/13/name,authors/13/order,authors/14/category,authors/14/name,authors/14/order,authors/15/category,authors/15/name,authors/15/order,authors/16/category,authors/16/name,authors/16/order,authors/17/category,authors/17/name,authors/17/order,authors/18/category,authors/18/name,authors/18/order,authors/19/category,authors/19/name,authors/19/order,authors/20/category,authors/20/name,authors/20/order,authors/21/category,authors/21/name,authors/21/order,authors/22/category,authors/22/name,authors/22/order,authors/23/category,authors/23/name,authors/23/order,authors/24/category,authors/24/name,authors/24/order,authors/25/category,authors/25/name,authors/25/order,authors/26/category,authors/26/name,authors/26/order,authors/27/category,authors/27/name,authors/27/order,authors/28/category,authors/28/name,authors/28/order,authors/29/category,authors/29/name,authors/29/order,authors/30/category,authors/30/name,authors/30/order,authors/31/category,authors/31/name,authors/31/order,authors/32/category,authors/32/name,authors/32/order
BANCO DE DADOS,Discente,PAULO ORLANDO VIEIRA DE QUEIROZ SOUSA,1,Participante Externo,CARLOS EDUARDO SANTOS PIRES,2,Docente,ANA CAROLINA BRANDAO SALGADO,3,,,,,,,,,,,,,,,,,,,https://seer.lcc.ufmg.br/index.php/jidm/article/view/244/218,,,,,-,VÁRIOS,,236,Inglês,4,-,250,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A METHOD FOR BUILDING PERSONALIZED ONTOLOGY SUMMARIES,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),BANCO DE DADOS,NÃO INFORMADO,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,-,Journal of Information and Data Management - JIDM,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,YURI DE ALMEIDA MALHEIROS BARBOSA,1,Docente,FREDERICO LUIZ GONCALVES DE FREITAS,2,,,,,,,,,,,,,,,,,,,,,,HIPERTEXTO,-,"Belo Horizonte, MG",BRASIL,Seminário de Pesquisa em Ontologias do Brasil (ONTOBRAS 2013),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the Ontobras - 2013,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A METHOD TO DEVELOP DESCRIPTION LOGIC ONTOLOGIES ITERATIVELY BASED ON COMPETENCY QUESTIONS: AN IMPLEMENTATION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,MARILIA ARANHA FREIRE,1,Discente,PAOLA RODRIGUES DE GODOY ACCIOLY,2,Participante Externo,GUSTAVO SIZILIO NERY,3,Participante Externo,EDMILSON BARBALHO CAMPOS NETO,4,Participante Externo,UIRA KULESZA,5,Participante Externo,EDUARDO HENRIQUE DA SILVA ARANHA,6,Docente,PAULO HENRIQUE MONTEIRO BORBA,7,,,,,,,VÁRIOS,-,-,ALEMANHA,14th International Conference on Product Focused Software Development and Process Improvement (PROFES 2013),-,Inglês,-,-,65,TRABALHO COMPLETO,-,-,14th International Conference on Product Focused Software Development and Process Improvement (PROFES 2013),-,01,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A MODEL-DRIVEN APPROACH TO SPECIFYING AND MONITORING CONTROLLED EXPERIMENTS IN SOFTWARE ENGINEERING,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,DESENVOLVIMENTO DE LINHAS DE PRODUTOS DE SOFTWARE USANDO TÉCNICAS ORIENTADAS A ASPECTOS (PROCAD CAPES),TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,CECILIA MARY FISCHER RUBIRA,1,Docente,FERNANDO JOSE CASTOR DE LIMA FILHO,2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Brasília,BRASIL,"7th Brazilian Symposium on Software Components, Architecture, and Reuse",-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,"Proceedings of the 7th Brazilian Symposium on Software Components, Architecture, and Reuse",-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A MODEL-DRIVEN INFRASTRUCTURE FOR DEVELOPING PRODUCT LINE ARCHITECTURES USING CVL,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,GERENCIAMENTO MODILAR DE VARIAÇÕES EM LINHAS DE PRODUTOS DE SOFTWARE,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTELIGÊNCIA COMPUTACIONAL,Discente,BRUNO ALMEIDA PIMENTEL,1,Docente,RENATA MARIA MENDES CARDOSO,2,,,,,,,,,,,,,,,,,,,,,,http://www.sciencedirect.com/science/article/pii/S1568494612005686,,,,,-,VÁRIOS,,1592,Inglês,13,-,1607,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A MULTIVARIATE FUZZY C-MEANS METHOD,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ANÁLISE DE DADOS SIMBÓLICOS E/OU NUMÉRICOS E MÉTODOS AFINS,MÉTODOS E ALGORITMOS PARA ANÁLISE DE DADOS SIMBÓLICOS,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,http://dx.doi.org/10.1016/j.asoc.2012.12.024,Applied Soft Computing (Print),-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Participante Externo,GABRIEL DE FRANCA PEREIRA E SILVA,1,Docente,RAFAEL DUEIRE LINS,2,Sem categoria,Andr Ricardson Gomes e Silva,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,"Póvoa do Varzim, Portugal",ALEMANHA,International Conference on Image Analysis and Recognition,-,Inglês,-,-,50,TRABALHO COMPLETO,-,-,ICIAR 2013,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A NEW ALGORITHM FOR BACKGROUND REMOVAL OF DOCUMENT IMAGES ACQUIRED USING PORTABLE DIGITAL CAMERAS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Docente,SIMONE CRISTIANE DOS SANTOS LIMA,1,Discente,ANA CLAUDIA MONTE DE ANDRADE,2,Sem categoria,"RODRIGUES, ARIANE",3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Oklahoma City,ESTADOS UNIDOS,2013 IEEE Frontiers in Education Conference (FIE),-,Inglês,-,-,741,TRABALHO COMPLETO,-,-,2013 IEEE Frontiers in Education Conference (FIE),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A PBL APPROACH TO PROCESS MANAGEMENT APPLIED TO SOFTWARE ENGINEERING EDUCATION,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Um Framework para aplicação de PBL no ensino de Engenharia de Software,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,JOAO FERREIRA DA SILVA JUNIOR,1,Discente,GUSTAVO RAU DE ALMEIDA CALLOU,2,Docente,PAULO ROMERO MARTINS MACIEL,3,,,,,,,,,,,,,,,,,,,http://www.mdpi.com/1996-1073/6/7/3422,,,,,-,MEIO DIGITAL,,3422,Inglês,6,-,3443,,"Impact Factor: 1.844 (2012); 5-Year Impact Factor: 2.087 (2012) http://www.mdpi.com/journal/energies Considerando, o documento de área, o índice J*=SQR(jcr/M_jcr)=SQR(1.844/1.169)=1.255952465 M_jcr=1.169 (faixa b e c) Considerando o Documento de Área",-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A POWER LOAD DISTRIBUTION ALGORITHM TO OPTIMIZE DATA CENTER ELECTRICAL FLOW,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,MODELAGEM E AVALIAÇÃO DE DESEMPENHO DE SISTEMAS COMUNICANTES,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,http://dx.doi.org/10.3390/en6073422,Energies (Basel),-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Sem categoria,F. Soares Neto,1,Docente,FERNANDO JOSE CASTOR DE LIMA FILHO,2,Docente,ANDRE LUIS DE MEDEIROS SANTOS,3,,,,,,,,,,,,,,,,,,,IMPRESSO,-,Coimbra,PORTUGAL,ACM Symposium on Applied Computing,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 28th ACM Symposium on Applied Computing,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A PRELIMINARY EMPIRICAL ASSESSMENT OF HASKELL'S SOFTWARE TRANSACTIONAL MEMORY CONSTRUCTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,EDUARDO SANTOS SILVA,1,Discente,JADER ANDERSON OLIVEIRA DE ABREU,2,Docente,VERONICA TEICHRIEB,3,Docente,GEBER LISBOA RAMALHO,4,,,,,,,,,,,,,,,,VÁRIOS,-,Brasília,BRASIL,XIV Simpósio Brasileiro de Computação Musical (SBCM13),-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proc. of XIV Simpósio Brasileiro de Computação Musical (SBCM13),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A PRELIMINARY EVALUATION OF LEAP MOTION AS CONTROLLER OF NEW DIGITAL MUSIC INSTRUMENTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),MÍDIA E INTERAÇÃO,LEITOR DE TELAS E SINTETIZADOR DE VOZ,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEORIA DA COMPUTAÇÃO,Docente,RICARDO MARTINS DE ABREU SILVA,1,Participante Externo,MAURICIO GUILHERME DE CARVALHO RESENDE,2,Sem categoria,PANOS M. PARDALOS,3,,,,,,,,,,,,,,,,,,,http://link.springer.com/article/10.1007%2Fs10878-013-9659-z,,,,,-,MEIO DIGITAL,,1,Inglês,1,-,19,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A PYTHON/C++ LIBRARY FOR BOUND-CONSTRAINED GLOBAL OPTIMIZATION USING A BIASED RANDOM-KEY GENETIC ALGORITHM,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),LÓGICA E SISTEMAS DEDUTIVOS,"MODELOS, PROVAS E ALGORITMOS: FUNDAMENTOS LÓGICOS DA COMPUTACAO",ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,http://dx.doi.org/10.1007/s10878-013-9659-z,Journal of Combinatorial Optimization,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Participante Externo,JOSE JAILTON HENRIQUE FERREIRA JUNIOR,1,Participante Externo,TASSIO COSTA DE CARVALHO,2,Participante Externo,CARLOS NATALINO DA SILVA,3,Participante Externo,CARLOS RENATO LISBOA FRANCES,4,Docente,KELVIN LOPES DIAS,5,,,,,,,,,,,,,http://ieeexplore.ieee.org/xpl/articleDetails.jsp?arnumber=6525609,,,,,-,VÁRIOS,,152,Inglês,51,-,159,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A QUALITY OF EXPERIENCE HANDOVER ARCHITECTURE FOR HETEROGENEOUS MOBILE WIRELESS MULTIMEDIA NETWORKS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),REDES DE COMPUTADORES,"Avanços em Computação de Alto Desempenho, Inteligência Computacional e Visualização e Interação para Internet do Futuro",ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,http://dx.doi.org/10.1109/MCOM.2013.6525609,IEEE Communications Magazine (Print),-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Docente,JAELSON FREIRE BRELAZ DE CASTRO,1,Sem categoria,MANUEL KOLP,2,Sem categoria,JOHN MYLOPOULOS,3,,,,,,,,,,,,,,,,,,,,,,,,,Capítulo,,,,2013,Editora Estrangeira Comercial,,Outro,Idioma Estrangeiro,,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A REQUIREMENTS-DRIVEN DEVELOPMENT METHODOLOGY (RE-PRINT),CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,"Certificação de Componentes de Software: Em Busca de um Modelo de Qualidade, Processo de Certificação e Experimentos Controlados",LIVRO,BIBLIOGRAFICA,2013,,,-,,Sim,-,Springer-Verlag,Não,Não,-,Técnica / Manual,-,-,-,-,-,9783642369254,Coleção,153,Obra Impressa,-,Não,CASEIS- Vinte e cinco anos de Engenharia de Software,-,Venda Comercial,Alemanha,Sim,Membros Internacionais,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,CARLOS WILSON DANTAS DE ALMEIDA,1,Docente,RENATA MARIA MENDES CARDOSO,2,Participante Externo,ANA LUCIA BEZERRA CANDEIAS,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Dallas,ESTADOS UNIDOS,International Joint Conference on Neural Networks,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the IEEE International Joint Conference on Neural Networks,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A SHAPE DESCRIPTOR BASED ON SYMBOLIC DATA ANALYSIS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,NÃO INFORMADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,BRUNO COSTA E SILVA NOGUEIRA,1,Docente,PAULO ROMERO MARTINS MACIEL,2,Docente,RICARDO MARTINS DE ABREU SILVA,3,Docente,EDUARDO ANTONIO GUIMARAES TAVARES,4,,,,,,,,,,,,,,,,VÁRIOS,-,Cancún,BRASIL,IEEE Congress on Evolutionary Computation,-,Português,-,-,0,TRABALHO COMPLETO,-,-,IEEE Congress on Evolutionary Computation,-,01,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A SIMULATION OPTIMIZATION APPROACH FOR THE DESIGN SPACE EXPLORATION OF SOFT REAL-TIME EMBEDDED SYSTEMS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,"FRAMEWORKS PARA FORMALIZAÇÃO, IMPLEMENTAÇÃO E AVALIAÇÃO DE DESEMPENHO DE MIDDLEWARE",TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,RENATA MEDEIROS DE CARVALHO,1,Discente,NATALIA CABRAL SILVA,2,Discente,CESAR AUGUSTO LINS DE OLIVEIRA,3,Docente,RICARDO MASSA FERREIRA LIMA,4,,,,,,,,,,,,,,,,IMPRESSO,-,Boston,ESTADOS UNIDOS,SEKE 2013,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,2013 Conference on Software Engineering and Knowledge Engineering,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A SOLUTION TO THE STATE SPACE EXPLOSION PROBLEM IN DECLARATIVE BUSINESS PROCESS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,TECNOLOGIAS PARA O DESENVOLVIMENTO DE LINHAS DE PRODUTO DE SOFTWARE DE QUALIDADE,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,FELIPE EBERT,1,Docente,FERNANDO JOSE CASTOR DE LIMA FILHO,2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Eindhoven,ESTADOS UNIDOS,29th IEEE International Conference on Software Maintenance,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 29th IEEE International Conference on Software Maintenance,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A STUDY ON DEVELOPERS' PERCEPTIONS ABOUT EXCEPTION HANDLING BUGS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,CONFIABILIDADE E SEGURANÇA EM SOFTWARE CRÍTICO EMBARCADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Discente,GEORGE AUGUSTO VALENCA SANTOS,1,Docente,CARINA FROTA ALVES,2,Participante Externo,VANDER RAMOS ALVES,3,Sem categoria,NAN NIU,4,,,,,,,,,,,,,,,,MEIO DIGITAL,,,,,-,Inglês,,21,1,Trabalho Completo,-,-,,http://www.airccse.org/journal/jcsit/5113ijcsit01.pdf,5,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A SYSTEMATIC MAPPING STUDY ON BUSINESS PROCESS VARIABILITY,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,TECNOLOGIAS PARA O DESENVOLVIMENTO DE LINHAS DE PRODUTO DE SOFTWARE DE QUALIDADE,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,-,http://dx.doi.org/10.5121/ijcsit.2013.5101,-,International Journal of Computer Science and Information Technology (Online),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Sem categoria,Amanda Nascimento,1,Participante Externo,CECILIA MARY FISCHER RUBIRA,2,Sem categoria,Rachel Burrows,3,Docente,FERNANDO JOSE CASTOR DE LIMA FILHO,4,,,,,,,,,,,,,,,,MEIO DIGITAL,-,"Porto de Galinhas, Brazil",ESTADOS UNIDOS,17th International Conference on Evaluation and Assessment in Software Engineering,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the 17th International Conference on Evaluation and Assessment in Software Engineering,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A SYSTEMATIC REVIEW OF DESIGN DIVERSITY-BASED SOLUTIONS FOR FAULT-TOLERANT SOAS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,CONFIABILIDADE E SEGURANÇA EM SOFTWARE CRÍTICO EMBARCADO,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,Sem categoria,"RODRIGUES, ARIANE NUNES",1,Docente,SIMONE CRISTIANE DOS SANTOS LIMA,2,,,,,,,,,,,,,,,,,,,,,,VÁRIOS,-,Oklahoma City,ESTADOS UNIDOS,2013 IEEE Frontiers in Education Conference (FIE),-,Inglês,-,-,1004,TRABALHO COMPLETO,-,-,2013 IEEE Frontiers in Education Conference (FIE),-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A SYSTEMS APPROACH TO MANAGING LEARNING BASED ON BLOOM'S REVISED TAXONOMY TO SUPPORT STUDENT ASSESSMENT IN PBL,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),ENGENHARIA DE SOFTWARE,Um Framework para aplicação de PBL no ensino de Engenharia de Software,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPUTAÇÃO INTELIGENTE,Discente,DAVI CARNAUBA DE LIMA VIEIRA,1,Docente,PAULO JORGE LEITAO ADEODATO,2,Discente,PAULO MAURICIO GONCALVES JUNIOR,3,,,,,,,,,,,,,,,,,,,VÁRIOS,-,"Miami, USA",ESTADOS UNIDOS,IEEE 12th International Conference on Machine Learning and Applications - ICMLA 2013,-,Inglês,-,-,-,TRABALHO COMPLETO,-,-,Proceedings of the IEEE 12th International Conference on Machine Learning and Applications - ICMLA 2013,-,1,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A TEMPORAL DIFFERENCE GNG-BASED ALGORITHM THAT CAN LEARN TO CONTROL IN REINFORCEMENT LEARNING ENVIRONMENTS,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),INTELIGÊNCIA ARTIFICIAL SIMBÓLICA,SISTEMAS INTELIGENTES HÍBRIDOS PARA MINERAÇÃO DE TEXTOS,TRABALHO EM ANAIS,BIBLIOGRAFICA,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REDES DE COMPUTADORES E SISTEMAS DISTRIBUIDOS,Discente,DEBORA STEFANI LIMA DE SOUZA,1,Discente,RUBENS DE SOUZA MATOS JUNIOR,2,Discente,JEAN CARLOS TEIXEIRA DE ARAUJO,3,Sem categoria,Vandi Alves de Lira Neto,4,Docente,PAULO ROMERO MARTINS MACIEL,5,,,,,,,,,,,,,http://www.ccsenet.org/journal/index.php/cis/article/view/26223,,,,,-,MEIO DIGITAL,,57,Inglês,6,-,67,,-,-,UNIVERSIDADE FEDERAL DE PERNAMBUCO,A TOOL FOR AUTOMATIC DEPENDABILITY TEST IN EUCALYPTUS CLOUD COMPUTING INFRASTRUCTURES,CIÊNCIAS DA COMPUTAÇÃO (25001019004P6),SISTEMAS DISTRIBUÍDOS,MODELAGEM E AVALIAÇÃO DE DESEMPENHO DE SISTEMAS COMUNICANTES,ARTIGO EM PERIÓDICO,BIBLIOGRAFICA,2013,http://dx.doi.org/10.5539/cis.v6n3p57,Reliability Engineering & Systems Safety,-,Trabalho Completo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
